CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,KMeans_Cluster,DBSCAN_Cluster,Agglomerative_Cluster,GMM_Cluster,Final_Segment
13376,99,3,1019.76,3,3,3,333,Loyal Customers,1,0,2,4,At-Risk Churn
13815,22,8,7475.74,4,4,5,445,Champions,2,0,0,0,Loyal Customers
13061,72,1,248.61,3,1,1,311,Needs Attention,4,1,1,1,Hibernating Low-Value
14122,406,3,362.42,2,3,2,232,At Risk,4,0,3,2,Hibernating Low-Value
13605,387,2,522.67,2,2,2,222,Lost / Inactive,4,0,3,2,Hibernating Low-Value
16373,382,2,309.49,2,2,2,222,Lost / Inactive,4,0,3,2,Hibernating Low-Value
16752,373,1,207.5,2,2,1,221,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13087,726,1,313.64,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15710,417,1,898.87,1,1,3,113,Lost / Inactive,1,1,4,1,At-Risk Churn
16808,99,2,288.42,3,2,2,322,Needs Attention,4,0,1,4,Hibernating Low-Value
16814,14,36,11924.85,5,5,5,555,Champions,0,0,0,3,VIP Champions
18011,373,2,410.79,2,3,2,232,At Risk,4,0,3,2,Hibernating Low-Value
15719,33,31,10195.97,4,5,5,455,Champions,0,0,0,0,VIP Champions
17899,159,1,154.55,3,2,1,321,Needs Attention,4,1,4,1,Hibernating Low-Value
16569,3,5,1455.23,5,4,4,544,Champions,2,0,2,0,Loyal Customers
15769,7,46,88612.52,5,5,5,555,Champions,0,-1,0,3,VIP Champions
17865,31,46,26312.19,4,5,5,455,Champions,0,0,0,3,VIP Champions
15941,637,1,405.0,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
18053,71,3,571.07,3,3,2,332,Loyal Customers,3,0,2,4,New Active
18281,181,2,201.14,3,3,1,331,Loyal Customers,4,0,1,4,Hibernating Low-Value
18161,15,6,1803.1,5,4,4,544,Champions,2,0,2,0,Loyal Customers
14632,263,1,114.56,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17807,395,3,437.87,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
17466,10,2,763.28,5,3,3,533,Loyal Customers,3,0,2,4,New Active
12418,113,4,2021.2,3,3,4,334,Loyal Customers,1,0,2,0,At-Risk Churn
15223,226,5,1417.95,2,4,4,244,At Risk,1,0,3,2,At-Risk Churn
15108,142,4,1300.25,3,3,4,334,Loyal Customers,1,0,2,0,At-Risk Churn
18045,45,1,178.34,4,2,1,421,Promising / New,3,1,1,1,New Active
15940,311,1,35.8,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15197,11,6,1877.51,5,4,4,544,Champions,2,0,2,0,Loyal Customers
17036,383,1,176.9,2,2,1,221,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16367,37,3,1350.48,4,3,4,434,Loyal Customers,3,0,2,4,New Active
14436,99,2,271.7,3,2,1,321,Needs Attention,4,0,1,4,Hibernating Low-Value
13331,402,1,262.4,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14726,655,1,116.5,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12575,457,2,622.82,1,2,3,123,Lost / Inactive,1,0,3,2,At-Risk Churn
16507,572,1,142.71,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13835,25,7,1095.27,4,4,3,443,Champions,2,0,2,0,Loyal Customers
15136,3,4,1286.7,5,3,4,534,Loyal Customers,3,0,2,0,New Active
17390,421,1,149.3,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14236,81,5,1555.34,3,4,4,344,Loyal Customers,1,0,2,0,At-Risk Churn
17073,18,4,1446.09,5,4,4,544,Champions,3,0,2,0,New Active
17862,324,4,1254.89,2,4,4,244,At Risk,1,0,3,2,At-Risk Churn
16469,24,5,803.9,4,4,3,443,Champions,3,0,2,0,New Active
14479,254,4,1124.71,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
13264,443,1,722.56,1,1,3,113,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12394,64,2,1272.48,3,2,4,324,Needs Attention,3,0,2,4,New Active
15163,18,2,304.47,5,2,2,522,Promising / New,3,0,1,4,New Active
17832,50,1,155.37,4,2,1,421,Promising / New,3,1,1,1,New Active
12791,374,6,863.51,2,4,3,243,At Risk,1,0,3,2,At-Risk Churn
15846,385,1,107.01,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14876,521,2,256.7,1,2,1,121,Lost / Inactive,4,0,4,2,Hibernating Low-Value
16511,22,6,1760.49,4,4,4,444,Champions,2,0,2,0,Loyal Customers
16744,11,7,1291.91,5,4,4,544,Champions,2,0,2,0,Loyal Customers
17544,390,3,944.82,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
13708,271,1,285.33,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16534,642,1,635.9,1,1,3,113,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13199,4,67,15964.21,5,5,5,555,Champions,0,0,0,3,VIP Champions
14945,414,1,179.4,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14136,401,5,1570.81,2,4,4,244,At Risk,1,0,3,2,At-Risk Churn
17997,74,8,1962.46,3,5,4,354,Loyal Customers,2,0,2,0,Loyal Customers
15009,12,3,1259.43,5,3,4,534,Loyal Customers,3,0,2,4,New Active
17901,29,3,260.08,4,3,1,431,Loyal Customers,3,0,1,4,New Active
17035,246,4,613.59,2,4,3,243,At Risk,1,0,3,2,At-Risk Churn
15227,37,9,2488.49,4,5,4,454,Champions,2,0,2,0,Loyal Customers
17311,78,6,3566.56,3,4,5,345,Loyal Customers,2,0,0,0,Loyal Customers
13127,78,1,259.17,3,1,1,311,Needs Attention,4,1,1,1,Hibernating Low-Value
17970,211,1,562.79,2,2,2,222,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12530,60,9,3759.26,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
17322,376,5,922.59,2,4,3,243,At Risk,1,0,3,2,At-Risk Churn
16322,1,2,326.75,5,2,2,522,Promising / New,3,0,1,4,New Active
14293,3,9,2903.01,5,5,4,554,Champions,2,0,2,0,Loyal Customers
16176,421,4,2052.69,1,4,4,144,At Risk,1,0,3,2,At-Risk Churn
13084,492,1,122.4,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16023,46,3,719.81,4,3,3,433,Loyal Customers,3,0,2,4,New Active
12833,145,1,417.38,3,1,2,312,Needs Attention,4,1,4,1,Hibernating Low-Value
17539,618,4,1176.84,1,4,3,143,At Risk,1,0,3,2,At-Risk Churn
12800,470,3,584.25,1,3,2,132,At Risk,1,0,3,2,At-Risk Churn
13774,82,1,345.0,3,1,2,312,Needs Attention,4,1,1,1,Hibernating Low-Value
16895,65,5,1102.9,3,4,3,343,Loyal Customers,1,0,2,0,At-Risk Churn
12376,390,2,503.15,2,2,2,222,Lost / Inactive,4,0,3,2,Hibernating Low-Value
13140,108,5,1054.92,3,4,3,343,Loyal Customers,1,0,2,0,At-Risk Churn
13554,380,7,1629.35,2,4,4,244,At Risk,1,0,3,0,At-Risk Churn
13603,26,1,164.34,4,1,1,411,Promising / New,3,1,1,1,New Active
12447,243,1,476.49,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17406,333,13,4186.95,2,5,5,255,At Risk,2,0,0,0,Loyal Customers
14633,266,1,344.9,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
18155,75,3,371.62,3,3,2,332,Loyal Customers,3,0,1,4,New Active
17567,7,9,4838.08,5,5,5,555,Champions,2,0,0,0,Loyal Customers
17408,163,3,316.09,3,3,2,332,Loyal Customers,4,0,1,4,Hibernating Low-Value
14304,223,3,1725.01,2,3,4,234,At Risk,1,0,3,2,At-Risk Churn
13212,20,3,786.83,4,3,3,433,Loyal Customers,3,0,2,4,New Active
13255,9,3,678.76,5,3,3,533,Loyal Customers,3,0,2,4,New Active
15321,71,12,6709.73,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
12456,44,3,3181.04,4,3,5,435,Loyal Customers,2,0,2,4,Loyal Customers
14951,79,1,311.69,3,1,2,312,Needs Attention,4,1,1,1,Hibernating Low-Value
15877,2,2,490.33,5,2,2,522,Promising / New,3,0,1,4,New Active
17333,86,1,494.25,3,2,2,322,Needs Attention,3,1,1,1,New Active
15034,16,14,8231.2,5,5,5,555,Champions,0,0,0,0,VIP Champions
13682,187,1,59.5,3,1,1,311,Needs Attention,4,1,4,1,Hibernating Low-Value
15762,65,2,583.75,3,2,2,322,Needs Attention,3,0,1,4,New Active
18151,135,6,1879.44,3,4,4,344,Loyal Customers,1,0,2,0,At-Risk Churn
16431,213,3,623.28,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
15249,32,18,9266.0,4,5,5,455,Champions,0,0,0,0,VIP Champions
15517,233,1,267.03,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16877,12,6,846.62,5,4,3,543,Champions,3,0,2,0,New Active
13460,29,2,183.44,4,2,1,421,Promising / New,3,0,1,4,New Active
14269,439,1,295.73,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17932,29,3,1331.57,4,3,4,434,Loyal Customers,3,0,2,4,New Active
16114,171,1,135.75,3,1,1,311,Needs Attention,4,1,4,1,Hibernating Low-Value
13453,166,3,781.69,3,3,3,333,Loyal Customers,1,0,3,4,At-Risk Churn
13960,21,2,230.22,4,2,1,421,Promising / New,3,0,1,4,New Active
16463,21,4,1422.4,4,4,4,444,Champions,3,0,2,0,New Active
13160,22,1,91.8,4,1,1,411,Promising / New,3,1,1,1,New Active
17197,30,1,1013.01,4,2,3,423,Promising / New,3,1,2,1,New Active
13999,10,29,9502.26,5,5,5,555,Champions,0,0,0,0,VIP Champions
18195,387,1,101.16,2,2,1,221,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16504,25,1,465.88,4,1,2,412,Promising / New,3,1,1,1,New Active
16538,541,3,395.07,1,3,2,132,At Risk,1,0,3,2,At-Risk Churn
18145,13,11,5609.74,5,5,5,555,Champions,2,0,0,0,Loyal Customers
18012,723,1,115.3,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16317,120,5,2192.51,3,4,4,344,Loyal Customers,1,0,2,0,At-Risk Churn
16064,725,1,109.31,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17417,549,1,164.18,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15788,509,1,221.83,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17929,11,12,3082.1,5,5,5,555,Champions,2,0,0,0,Loyal Customers
15257,283,2,685.9,2,2,3,223,Lost / Inactive,1,0,3,2,At-Risk Churn
14206,239,3,1185.01,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
13922,352,3,865.2,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
17922,543,1,170.4,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
18082,26,1,680.84,4,2,3,423,Promising / New,3,1,2,1,New Active
17270,469,2,601.45,1,3,2,132,At Risk,1,0,3,2,At-Risk Churn
16282,340,3,1307.58,2,3,4,234,At Risk,1,0,3,2,At-Risk Churn
14566,111,4,4092.0,3,3,5,335,Loyal Customers,1,0,2,4,At-Risk Churn
18254,581,1,267.9,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16722,17,22,8189.56,5,5,5,555,Champions,0,0,0,0,VIP Champions
13180,607,1,86.1,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14019,47,3,1421.61,4,3,4,434,Loyal Customers,3,0,2,4,New Active
12786,610,1,728.5,1,1,3,113,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15904,8,1,164.68,5,1,1,511,Promising / New,3,1,1,1,New Active
17282,130,5,2308.54,3,4,4,344,Loyal Customers,1,0,2,0,At-Risk Churn
13783,488,4,1542.09,1,3,4,134,At Risk,1,0,3,2,At-Risk Churn
13278,41,4,1435.85,4,3,4,434,Loyal Customers,3,0,2,0,New Active
17098,382,3,591.07,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
17065,638,2,194.7,1,3,1,131,At Risk,4,0,4,2,Hibernating Low-Value
14821,367,7,1230.15,2,4,4,244,At Risk,1,0,3,0,At-Risk Churn
16777,80,5,1292.18,3,4,4,344,Loyal Customers,1,0,2,0,At-Risk Churn
16127,39,2,801.31,4,2,3,423,Promising / New,3,0,2,4,New Active
15504,81,4,402.7,3,3,2,332,Loyal Customers,3,0,1,4,New Active
15951,9,3,1013.17,5,3,3,533,Loyal Customers,3,0,2,4,New Active
13297,8,7,4368.62,5,4,5,545,Champions,2,0,0,0,Loyal Customers
17072,625,1,273.35,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15932,4,8,2495.87,5,4,4,544,Champions,2,0,2,0,Loyal Customers
12358,2,5,3887.07,5,4,5,545,Champions,2,0,2,0,Loyal Customers
13477,38,11,2819.17,4,5,4,454,Champions,2,0,0,0,Loyal Customers
17122,119,4,570.5,3,4,2,342,Loyal Customers,1,0,3,4,At-Risk Churn
12991,23,3,764.82,4,3,3,433,Loyal Customers,3,0,2,4,New Active
15584,24,6,1268.2,4,4,4,444,Champions,2,0,2,0,Loyal Customers
13714,465,1,161.35,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17087,738,1,221.53,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16260,51,1,1035.45,4,1,3,413,Promising / New,3,1,1,1,New Active
18116,68,13,2134.49,3,5,4,354,Loyal Customers,2,0,0,0,Loyal Customers
17784,550,1,112.86,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13657,11,2,382.14,5,2,2,522,Promising / New,3,0,1,4,New Active
14998,170,4,753.18,3,3,3,333,Loyal Customers,1,0,3,0,At-Risk Churn
17409,185,10,7793.51,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
17509,58,8,6083.64,4,5,5,455,Champions,2,0,0,0,Loyal Customers
13002,318,3,414.13,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
12777,458,1,519.45,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16966,8,7,2154.97,5,4,4,544,Champions,2,0,0,0,Loyal Customers
15081,22,12,1854.57,4,5,4,454,Champions,2,0,2,0,Loyal Customers
15774,69,6,1288.34,3,4,4,344,Loyal Customers,2,0,2,0,Loyal Customers
17412,3,16,4220.22,5,5,5,555,Champions,0,0,0,0,VIP Champions
16330,18,7,625.38,5,4,3,543,Champions,3,0,2,0,New Active
13770,422,4,785.37,1,3,3,133,At Risk,1,0,3,2,At-Risk Churn
13189,19,2,260.68,5,2,1,521,Promising / New,3,0,1,4,New Active
13446,430,11,3881.89,1,5,5,155,At Risk,1,0,0,0,At-Risk Churn
13964,387,2,438.9,2,2,2,222,Lost / Inactive,4,0,3,2,Hibernating Low-Value
15270,16,21,8524.86,5,5,5,555,Champions,0,0,0,0,VIP Champions
13877,86,3,449.68,3,3,2,332,Loyal Customers,3,0,1,4,New Active
16424,191,2,443.06,2,2,2,222,Lost / Inactive,4,0,1,4,Hibernating Low-Value
13207,15,4,535.86,5,3,2,532,Loyal Customers,3,0,2,4,New Active
16984,88,9,10350.53,3,5,5,355,Loyal Customers,2,0,0,3,Loyal Customers
14614,386,1,295.13,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14579,432,1,105.56,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14698,2,5,1217.27,5,4,3,543,Champions,3,0,2,0,New Active
15194,3,28,12021.53,5,5,5,555,Champions,0,0,0,0,VIP Champions
16294,477,1,126.05,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13042,598,3,1488.59,1,3,4,134,At Risk,1,0,3,2,At-Risk Churn
17357,24,2,384.39,4,3,2,432,Loyal Customers,3,0,1,4,New Active
18198,4,17,5425.56,5,5,5,555,Champions,0,0,0,0,VIP Champions
12634,536,2,490.0,1,2,2,122,Lost / Inactive,4,0,3,2,Hibernating Low-Value
15652,91,5,1405.94,3,4,4,344,Loyal Customers,1,0,2,0,At-Risk Churn
15492,28,2,659.46,4,2,3,423,Promising / New,3,0,2,4,New Active
16362,32,6,922.16,4,4,3,443,Champions,2,0,2,0,Loyal Customers
17299,12,6,993.23,5,4,3,543,Champions,2,0,2,0,Loyal Customers
15913,534,1,6.3,1,1,1,111,Lost / Inactive,4,-1,4,1,Hibernating Low-Value
14613,680,1,76.32,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14818,74,6,1153.56,3,4,3,343,Loyal Customers,1,0,2,0,At-Risk Churn
16490,436,1,205.41,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17191,28,15,4310.34,4,5,5,455,Champions,2,0,0,0,Loyal Customers
16382,408,2,353.1,2,2,2,222,Lost / Inactive,4,0,3,2,Hibernating Low-Value
12557,16,8,18096.14,5,4,5,545,Champions,2,0,0,3,Loyal Customers
15297,10,3,641.94,5,3,3,533,Loyal Customers,3,0,2,4,New Active
16899,8,8,1695.77,5,5,4,554,Champions,2,0,2,0,Loyal Customers
13584,307,3,385.7,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
12420,64,1,600.39,3,1,2,312,Needs Attention,3,1,1,1,New Active
15808,306,21,17180.25,2,5,5,255,At Risk,2,-1,0,3,Loyal Customers
14872,484,3,816.6,1,3,3,133,At Risk,1,0,3,2,At-Risk Churn
15839,33,3,1048.49,4,3,3,433,Loyal Customers,3,0,2,4,New Active
14882,27,14,3546.65,4,5,5,455,Champions,2,0,0,0,Loyal Customers
14398,401,2,707.79,2,2,3,223,Lost / Inactive,1,0,3,2,At-Risk Churn
13746,414,1,176.69,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16068,594,1,115.73,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17889,212,7,746.42,2,4,3,243,At Risk,1,0,3,0,At-Risk Churn
16935,382,3,530.86,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
18102,1,145,580987.04,5,5,5,555,Champions,0,-1,0,3,VIP Champions
18156,13,2,675.64,5,3,3,533,Loyal Customers,3,0,2,4,New Active
15803,51,4,1929.66,4,3,4,434,Loyal Customers,2,0,2,0,Loyal Customers
12460,456,1,326.65,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17384,19,3,507.55,5,3,2,532,Loyal Customers,3,0,2,4,New Active
14426,24,17,11727.94,4,5,5,455,Champions,0,0,0,0,VIP Champions
14653,1,12,3593.06,5,5,5,555,Champions,0,0,2,0,VIP Champions
15444,9,2,1411.21,5,2,4,524,Promising / New,3,0,2,4,New Active
16600,4,13,2153.41,5,5,4,554,Champions,2,0,2,0,Loyal Customers
17015,29,3,1838.61,4,3,4,434,Loyal Customers,3,0,2,4,New Active
14068,320,4,1516.72,2,3,4,234,At Risk,1,0,3,2,At-Risk Churn
16080,82,4,602.56,3,4,2,342,Loyal Customers,1,0,1,4,At-Risk Churn
14860,19,1,170.32,5,1,1,511,Promising / New,3,1,1,1,New Active
18092,2,18,14693.72,5,5,5,555,Champions,0,0,0,0,VIP Champions
16640,398,1,179.4,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14710,14,13,1899.79,5,5,4,554,Champions,2,0,2,0,Loyal Customers
17189,106,5,953.63,3,4,3,343,Loyal Customers,1,0,2,0,At-Risk Churn
17936,5,1,380.13,5,2,2,522,Promising / New,3,1,1,1,New Active
12599,29,13,2296.72,4,5,4,454,Champions,2,0,0,0,Loyal Customers
12697,29,3,957.59,4,3,3,433,Loyal Customers,3,0,2,4,New Active
15368,21,2,722.74,4,2,3,423,Promising / New,3,0,2,4,New Active
14802,438,2,1502.98,1,2,4,124,Lost / Inactive,1,0,3,2,At-Risk Churn
12805,382,4,1434.95,2,3,4,234,At Risk,1,0,3,2,At-Risk Churn
17822,420,5,2162.93,1,4,4,144,At Risk,1,0,3,2,At-Risk Churn
12827,6,3,430.15,5,3,2,532,Loyal Customers,3,0,1,4,New Active
13474,236,3,646.59,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
13149,14,4,1676.06,5,3,4,534,Loyal Customers,3,0,2,0,New Active
17672,50,7,5778.63,4,4,5,445,Champions,2,0,0,0,Loyal Customers
16150,43,10,4002.17,4,5,5,455,Champions,2,0,0,0,Loyal Customers
12372,72,3,1298.04,3,3,4,334,Loyal Customers,1,0,2,4,At-Risk Churn
15327,53,1,208.75,4,1,1,411,Promising / New,3,1,1,1,New Active
17951,40,4,1340.58,4,4,4,444,Champions,3,0,2,0,New Active
15667,40,1,301.32,4,1,2,412,Promising / New,3,1,1,1,New Active
14999,593,1,129.48,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14093,12,1,433.86,5,1,2,512,Promising / New,3,1,1,1,New Active
14889,336,1,135.9,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14285,21,8,3284.42,4,4,5,445,Champions,2,0,0,0,Loyal Customers
14259,142,1,120.0,3,1,1,311,Needs Attention,4,1,4,1,Hibernating Low-Value
17955,199,6,949.9,2,4,3,243,At Risk,1,0,3,0,At-Risk Churn
17823,421,2,449.25,1,3,2,132,At Risk,4,0,3,2,Hibernating Low-Value
16028,596,1,82.2,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14104,155,5,743.53,3,4,3,343,Loyal Customers,1,0,3,0,At-Risk Churn
15179,18,13,7491.92,5,5,5,555,Champions,2,0,0,0,Loyal Customers
17236,13,12,1929.26,5,5,4,554,Champions,2,0,2,0,Loyal Customers
12956,306,4,521.89,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
17041,27,6,1655.2,4,4,4,444,Champions,2,0,2,0,Loyal Customers
16866,141,3,207.74,3,3,1,331,Loyal Customers,4,0,1,4,Hibernating Low-Value
15646,158,5,784.81,3,4,3,343,Loyal Customers,1,0,3,0,At-Risk Churn
14107,52,11,4877.3,4,5,5,455,Champions,2,0,0,0,Loyal Customers
15766,64,3,831.06,3,3,3,333,Loyal Customers,3,0,2,4,New Active
17155,18,7,892.46,5,4,3,543,Champions,2,0,2,0,Loyal Customers
18181,24,5,1188.34,4,4,3,443,Champions,2,0,2,0,Loyal Customers
16535,5,3,972.04,5,3,3,533,Loyal Customers,3,0,2,4,New Active
12550,79,1,964.83,3,1,3,313,Needs Attention,3,1,1,1,New Active
12686,372,1,89.14,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13188,11,1,114.6,5,1,1,511,Promising / New,3,1,1,1,New Active
16660,16,7,1879.55,5,4,4,544,Champions,2,0,2,0,Loyal Customers
12735,315,2,779.57,2,2,3,223,Lost / Inactive,1,0,3,2,At-Risk Churn
16920,411,1,355.45,1,2,2,122,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16846,50,3,842.41,4,3,3,433,Loyal Customers,3,0,2,4,New Active
14848,405,1,310.56,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14803,162,3,845.55,3,3,3,333,Loyal Customers,1,0,3,4,At-Risk Churn
16419,113,8,1463.7,3,5,4,354,Loyal Customers,2,0,2,0,Loyal Customers
15668,218,1,76.32,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17213,40,13,4869.4,4,5,5,455,Champions,2,0,0,0,Loyal Customers
16336,421,4,3517.69,1,4,5,145,At Risk,1,0,3,2,At-Risk Churn
16397,628,1,123.13,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17137,416,6,1099.81,1,4,3,143,At Risk,1,0,3,2,At-Risk Churn
14886,253,1,364.8,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17045,113,5,827.68,3,4,3,343,Loyal Customers,1,0,2,0,At-Risk Churn
13026,1,9,1733.08,5,5,4,554,Champions,2,0,2,0,Loyal Customers
13802,139,19,26259.11,3,5,5,355,Loyal Customers,0,0,0,3,VIP Champions
15390,396,2,1216.66,2,2,3,223,Lost / Inactive,1,0,3,2,At-Risk Churn
15235,218,16,2772.76,2,5,4,254,At Risk,2,0,0,0,Loyal Customers
12408,33,8,4340.77,4,4,5,445,Champions,2,0,0,0,Loyal Customers
13734,509,4,6695.69,1,3,5,135,At Risk,1,0,0,2,At-Risk Churn
16401,1,23,6849.15,5,5,5,555,Champions,0,0,0,0,VIP Champions
15587,50,7,1522.08,4,4,4,444,Champions,2,0,2,0,Loyal Customers
13141,85,17,7656.08,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
14542,186,1,103.25,3,1,1,311,Needs Attention,4,1,4,1,Hibernating Low-Value
15455,598,1,38.25,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17731,79,6,1708.99,3,4,4,344,Loyal Customers,2,0,2,0,Loyal Customers
15626,75,3,1067.52,3,3,3,333,Loyal Customers,1,0,2,4,At-Risk Churn
17109,29,8,1291.71,4,5,4,454,Champions,2,0,2,0,Loyal Customers
16167,414,5,1386.12,1,4,4,144,At Risk,1,0,3,2,At-Risk Churn
16857,443,1,352.8,1,2,2,122,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16699,380,7,994.6,2,4,3,243,At Risk,1,0,3,2,At-Risk Churn
16137,680,1,422.7,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17103,722,1,424.3,1,2,2,122,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15032,256,8,11010.05,2,4,5,245,At Risk,2,0,0,3,Loyal Customers
13083,4,3,395.43,5,3,2,532,Loyal Customers,3,0,1,4,New Active
15922,373,1,369.5,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16848,53,4,1411.62,4,4,4,444,Champions,3,0,2,0,New Active
14035,29,9,2794.75,4,5,4,454,Champions,2,0,0,0,Loyal Customers
17387,20,2,746.81,4,3,3,433,Loyal Customers,3,0,2,4,New Active
16333,8,22,26626.8,5,5,5,555,Champions,0,0,0,3,VIP Champions
16924,21,3,829.89,4,3,3,433,Loyal Customers,3,0,2,4,New Active
12875,143,5,1356.99,3,4,4,344,Loyal Customers,1,0,2,0,At-Risk Churn
16272,117,1,411.7,3,1,2,312,Needs Attention,4,1,4,1,Hibernating Low-Value
15104,197,2,993.54,2,2,3,223,Lost / Inactive,1,0,3,4,At-Risk Churn
15817,421,3,2766.4,1,3,4,134,At Risk,1,0,3,2,At-Risk Churn
17366,432,2,1077.24,1,3,3,133,At Risk,1,0,3,2,At-Risk Churn
18007,393,1,215.22,2,2,1,221,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17257,436,2,189.78,1,3,1,131,At Risk,4,0,4,2,Hibernating Low-Value
13154,399,3,1624.84,2,3,4,234,At Risk,1,0,3,2,At-Risk Churn
13208,59,9,1976.3,4,5,4,454,Champions,2,0,2,0,Loyal Customers
13742,17,12,3107.87,5,5,5,555,Champions,2,0,0,0,Loyal Customers
15262,324,3,418.82,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
15020,379,1,198.47,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16979,4,9,2859.74,5,5,4,554,Champions,2,0,2,0,Loyal Customers
13785,429,4,542.49,1,3,2,132,At Risk,1,0,3,2,At-Risk Churn
12566,86,1,351.65,3,1,2,312,Needs Attention,4,1,1,1,Hibernating Low-Value
13852,611,1,187.35,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
